Entity,Code,TilmanEconomicGroup,WBEconomicGroup,Year,pop,pcgdpthousand2005usd,pcgdpgrowth
Jordan,JOR,C,Upper-middle income,2019,10101697,9.905716160934938,0.577376432497978
Jordan,JOR,C,Upper-middle income,2020,10203140,9.655082414529902,-2.5627528721434256
Kenya,KEN,F,Lower-middle income,1960,8120082,0.9903176552706654,NA
Kenya,KEN,F,Lower-middle income,1961,8377692,0.9355377676843882,-5.69042390171381
Kenya,KEN,F,Lower-middle income,1962,8647002,0.9560802255292422,2.172031089266222
Kenya,KEN,F,Lower-middle income,1963,8928510,0.9740548761434894,1.8625815617075543
Kenya,KEN,F,Lower-middle income,1964,9222692,1.03397037819098,5.969376380848399
Kenya,KEN,F,Lower-middle income,1965,9530163,1.013427920346126,-2.006756305080923
Kenya,KEN,F,Lower-middle income,1966,9851453,1.1075808521350397,8.883965961689475
Kenya,KEN,F,Lower-middle income,1967,10187487,1.1272673742363581,1.7618226682435316
Kenya,KEN,F,Lower-middle income,1968,10539909,1.1692082256696015,3.653033838745427
Kenya,KEN,F,Lower-middle income,1969,10910677,1.2017337839239535,2.7438544455021057
Kenya,KEN,F,Lower-middle income,1970,11301394,1.2479543140748748,3.774032798284704
Kenya,KEN,F,Lower-middle income,1971,11713046,1.2839036153033692,2.8399474521698
Kenya,KEN,F,Lower-middle income,1972,12146070,1.304446073148223,1.5873349156290102
Kenya,KEN,F,Lower-middle income,1973,12600799,1.3232766595060057,1.433249290077565
Kenya,KEN,F,Lower-middle income,1974,13077341,1.3386835028896462,1.1575691957889211
Kenya,KEN,F,Lower-middle income,1975,13575898,1.2856154867904404,-4.0449088781176314
Kenya,KEN,F,Lower-middle income,1976,14096258,1.286471422533976,0.06655574288944588
Kenya,KEN,F,Lower-middle income,1977,14638887,1.3523784747862155,4.996173626803796
Kenya,KEN,F,Lower-middle income,1978,15205381,1.4174295912949195,4.698020892419247
Kenya,KEN,F,Lower-middle income,1979,15797771,1.4131499125772415,-0.30238910250770523
Kenya,KEN,F,Lower-middle income,1980,16417203,1.4336923704220954,1.4432000339038797
Kenya,KEN,F,Lower-middle income,1981,17063870,1.4097261696030994,-1.6857714081526365
Kenya,KEN,F,Lower-middle income,1982,17736326,1.4379720491397734,1.983834221966424
Kenya,KEN,F,Lower-middle income,1983,18431760,1.3926074547323877,-3.2055965178266863
Kenya,KEN,F,Lower-middle income,1984,19146403,1.3643615751957137,-2.049124786887735
Kenya,KEN,F,Lower-middle income,1985,19877078,1.3729209326310694,0.6253929076299403
Kenya,KEN,F,Lower-middle income,1986,20622560,1.4191414627819907,3.3111547268780517
Kenya,KEN,F,Lower-middle income,1987,21382111,1.453378892523414,2.383903117605235
Kenya,KEN,F,Lower-middle income,1988,22153685,1.4901841294954437,2.5008572896896286
Kenya,KEN,F,Lower-middle income,1989,22935088,1.5073028443661554,1.1422168728017212
Kenya,KEN,F,Lower-middle income,1990,23724574,1.5235656234933312,1.0731534789924613
Kenya,KEN,F,Lower-middle income,1991,24521714,1.5216654461426824,-0.12479694012131337
Kenya,KEN,F,Lower-middle income,1992,25326080,1.4763778859522148,-3.0213709578180428
Kenya,KEN,F,Lower-middle income,1993,26136217,1.4535928764592978,-1.5553376235325878
Kenya,KEN,F,Lower-middle income,1994,26950508,1.4805291743083624,1.8361236610352716
Kenya,KEN,F,Lower-middle income,1995,27768297,1.5320308279968984,3.419461975078714
Kenya,KEN,F,Lower-middle income,1996,28589456,1.5845767232925474,3.372312628486507
Kenya,KEN,F,Lower-middle income,1997,29415660,1.5803740787917877,-0.26557423692555315
Kenya,KEN,F,Lower-middle income,1998,30250488,1.617692877209939,2.333940656367667
Kenya,KEN,F,Lower-middle income,1999,31098763,1.644107054255447,1.6196428365533533
Kenya,KEN,F,Lower-middle income,2000,31964557,1.6390227959388457,-0.3097204565700229
Kenya,KEN,F,Lower-middle income,2001,32848569,1.6882305418347061,2.9580755655842395
Kenya,KEN,F,Lower-middle income,2002,33751746,1.679251775885018,-0.5332641053470422
Kenya,KEN,F,Lower-middle income,2003,34678781,1.7099713097205098,1.812826972178283
Kenya,KEN,F,Lower-middle income,2004,35635267,1.7685429926506495,3.367944717034377
Kenya,KEN,F,Lower-middle income,2005,36624897,1.8469723848308148,4.3391710138457995
Kenya,KEN,F,Lower-middle income,2006,37649039,1.930357644966051,4.415754428050556
Kenya,KEN,F,Lower-middle income,2007,38705934,2.0377946994946368,5.416289944072073
Kenya,KEN,F,Lower-middle income,2008,39791984,2.017637412734374,-0.9940964218887571
Kenya,KEN,F,Lower-middle income,2009,40901798,2.0582087669779603,1.9908844703515949
Kenya,KEN,F,Lower-middle income,2010,42030684,2.2079119285223334,7.021116622747692
Kenya,KEN,F,Lower-middle income,2011,43178270,2.3212977364684915,5.0079158282327345
Kenya,KEN,F,Lower-middle income,2012,44343469,2.366662330875877,1.9354264896148998
Kenya,KEN,F,Lower-middle income,2013,45519986,2.4428406120505435,3.1680884080346416
Kenya,KEN,F,Lower-middle income,2014,46700063,2.5181629574816746,3.0368103124601253
Kenya,KEN,F,Lower-middle income,2015,47878339,2.607180274809375,3.473963229372423
Kenya,KEN,F,Lower-middle income,2016,49051531,2.712460371264251,3.9586826235813555
Kenya,KEN,F,Lower-middle income,2017,50221146,2.781688454201409,2.520199187426586
Kenya,KEN,F,Lower-middle income,2018,51392570,2.890897295719113,3.850883592031895
Kenya,KEN,F,Lower-middle income,2019,52573967,2.9775681431739764,2.9539971139761922
Kenya,KEN,F,Lower-middle income,2020,53771300,2.90231414950582,-2.5598506660222897
Kuwait,KWT,NA,High income,1960,269026,39.31227276484562,NA
Kuwait,KWT,NA,High income,1961,300581,35.62575751743788,-9.846785220732546
Kuwait,KWT,NA,High income,1962,337346,36.07769159002467,1.2605810816645135
Kuwait,KWT,NA,High income,1963,378756,34.56011751673609,-4.297436852817604
Kuwait,KWT,NA,High income,1964,423900,34.522456344020526,-0.10903234880177415
Kuwait,KWT,NA,High income,1965,472032,32.10700567576312,-7.25357691357833
Kuwait,KWT,NA,High income,1966,523169,32.812296728436436,2.1729093714970116
Kuwait,KWT,NA,High income,1967,577164,30.574024759090896,-7.0652561002559455
Kuwait,KWT,NA,High income,1968,632911,30.425091939715706,-0.4883123670498257
Kuwait,KWT,NA,High income,1969,688972,28.601092870241384,-6.182273137476635
Kuwait,KWT,NA,High income,1970,744444,41.878368123965295,38.132449037985694
Kuwait,KWT,NA,High income,1971,798639,42.199344027791135,0.7635256834215287
Kuwait,KWT,NA,High income,1972,851918,41.32714550512838,-2.0885116347162835
Kuwait,KWT,NA,High income,1973,905639,36.41321840149062,-12.658770858848412
Kuwait,KWT,NA,High income,1974,961773,29.92522546549093,-19.62300658524665
Kuwait,KWT,NA,High income,1975,1021725,24.779339775355023,-18.8691553369988
Kuwait,KWT,NA,High income,1976,1085866,24.784475389816237,0.020723241189068986
Kuwait,KWT,NA,High income,1977,1153573,22.39812653683904,-10.124014619481203
Kuwait,KWT,NA,High income,1978,1224063,22.56503400682848,0.7424221723707269
Kuwait,KWT,NA,High income,1979,1296077,24.115133638371415,6.643805487832477
Kuwait,KWT,NA,High income,1980,1368680,18.106464718751646,-28.657055393225406
Kuwait,KWT,NA,High income,1981,1439334,14.039058065470574,-25.442573429164163
Kuwait,KWT,NA,High income,1982,1507636,11.850430369250097,-16.947912199129433
Kuwait,KWT,NA,High income,1983,1576975,12.233033646610501,3.17757835382384
Kuwait,KWT,NA,High income,1984,1652150,12.311779735015774,0.64165375681009
Kuwait,KWT,NA,High income,1985,1735278,11.140003702115566,-10.001393928273572
Kuwait,KWT,NA,High income,1986,1832302,11.562835959422141,3.7253591541015485
Kuwait,KWT,NA,High income,1987,1938916,10.627298191737754,-8.437016654668117
Kuwait,KWT,NA,High income,1988,2034850,10.542560553127732,-0.8005541481515444
Kuwait,KWT,NA,High income,1989,2092786,10.871239878645394,3.070030856283479
Kuwait,KWT,NA,High income,1990,2095350,8.351365049676648,-26.369575439636918
Kuwait,KWT,NA,High income,1991,2031297,5.4017334432361235,-43.5705094439848
Kuwait,KWT,NA,High income,1992,1912425,11.097266830440834,71.99789364416489
Kuwait,KWT,NA,High income,1993,1772607,17.080463102332985,43.12364552060628
Kuwait,KWT,NA,High income,1994,1659304,20.998166594069684,20.649982715523187
Kuwait,KWT,NA,High income,1995,1605907,23.583563304206077,11.611487035497614
Kuwait,KWT,NA,High income,1996,1626858,25.34653415516631,7.209200175010322
Kuwait,KWT,NA,High income,1997,1710257,26.971553842340914,6.214074825072435
Kuwait,KWT,NA,High income,1998,1831121,28.52945104850746,5.615417461469363
Kuwait,KWT,NA,High income,1999,1951642,28.546484169803815,0.05968582638851139
Kuwait,KWT,NA,High income,2000,2045123,30.680802743096958,7.210335908379539
Kuwait,KWT,NA,High income,2001,2103273,31.86295271720882,3.7806836880074357
Kuwait,KWT,NA,High income,2002,2136991,34.18876979440318,7.045324349302096
Kuwait,KWT,NA,High income,2003,2161626,41.777975420606005,20.04720752957745
Kuwait,KWT,NA,High income,2004,2200498,47.856899546055175,13.584600178968653
Kuwait,KWT,NA,High income,2005,2270196,53.88937203870266,11.87179805831704
Kuwait,KWT,NA,High income,2006,2373661,58.67109130739392,8.501384431077241
Kuwait,KWT,NA,High income,2007,2504026,62.56622377357358,6.427845262197263
Kuwait,KWT,NA,High income,2008,2656010,64.31340261006558,2.754247208852334
Kuwait,KWT,NA,High income,2009,2821041,59.9777542541179,-6.979431720763962
Kuwait,KWT,NA,High income,2010,2991884,58.94428031865817,-1.7381134742254112
Kuwait,KWT,NA,High income,2011,3168054,66.01490015592509,11.328788018565028
Kuwait,KWT,NA,High income,2012,3348852,67.4485925263472,2.1485239032803527
Kuwait,KWT,NA,High income,2013,3526382,64.41430031551356,-4.603005246899183
Kuwait,KWT,NA,High income,2014,3690939,62.06218889227779,-3.7198734068977224
Kuwait,KWT,NA,High income,2015,3835588,61.074439044237735,-1.604349658138915
Kuwait,KWT,NA,High income,2016,3956862,60.77999714846149,-0.483269182528101
Kuwait,KWT,NA,High income,2017,4056102,56.50043826178769,-7.301234560479752
Kuwait,KWT,NA,High income,2018,4137314,56.081543308901374,-0.7441632846876267
Kuwait,KWT,NA,High income,2019,4207077,55.38733567076464,-1.2455792501140373
Laos,LAO,NA,Lower-middle income,1960,2120892,0.6599264582659318,NA
Laos,LAO,NA,Lower-middle income,1961,2170340,0.6667739442142163,1.0322672307418679
Laos,LAO,NA,Lower-middle income,1962,2221123,0.673621430162501,1.021720254665498
Laos,LAO,NA,Lower-middle income,1963,2273352,0.67961298036725,0.8855212829732506
Laos,LAO,NA,Lower-middle income,1964,2327137,0.6864604663155347,1.002514661937881
Laos,LAO,NA,Lower-middle income,1965,2382586,0.6933079522638194,0.9925639799969965
Laos,LAO,NA,Lower-middle income,1966,2439197,0.7001554382121039,0.9828088936262469
Laos,LAO,NA,Lower-middle income,1967,2496927,0.7070029241603886,0.9732436918231058
Laos,LAO,NA,Lower-middle income,1968,2556845,0.7138504101086732,0.9638628837768726
Laos,LAO,NA,Lower-middle income,1969,2620448,0.7206978960569579,0.9546611883580025
Laos,LAO,NA,Lower-middle income,1970,2688429,0.7275453820052425,0.945633524203543
Laos,LAO,NA,Lower-middle income,1971,2762264,0.748943775593632,2.8987536873252284
Laos,LAO,NA,Lower-middle income,1972,2840842,0.7583590687725233,1.2493064247466434
Laos,LAO,NA,Lower-middle income,1973,2919288,0.8080033418975869,6.340921554041973
Laos,LAO,NA,Lower-middle income,1974,2990963,0.8199864423070851,1.4721611825359888
Laos,LAO,NA,Lower-middle income,1975,3051583,0.8550798077920438,4.190700067769301
Laos,LAO,NA,Lower-middle income,1976,3098962,0.8756222656368977,2.373998730307292
Laos,LAO,NA,Lower-middle income,1977,3135839,0.8499441933308304,-2.9764101906453844
Laos,LAO,NA,Lower-middle income,1978,3168838,0.8482323218437592,-0.2016129715184639
Laos,LAO,NA,Lower-middle income,1979,3207331,0.8268339282553697,-2.555070011746996
Laos,LAO,NA,Lower-middle income,1980,3258149,0.9021562736865006,8.718389488878955
Laos,LAO,NA,Lower-middle income,1981,3323353,1.0262669564991598,12.889542592620673
Laos,LAO,NA,Lower-middle income,1982,3401193,1.0750552938806877,4.64441920006296
Laos,LAO,NA,Lower-middle income,1983,3489910,1.0981655589561483,2.126901758749246
Laos,LAO,NA,Lower-middle income,1984,3586315,1.1503776393118188,4.644915646745855
Laos,LAO,NA,Lower-middle income,1985,3687889,1.1829031975661708,2.7881483244520333
Laos,LAO,NA,Lower-middle income,1986,3794204,1.2060134626416315,1.9348507571065015
Laos,LAO,NA,Lower-middle income,1987,3905530,1.1555132537730322,-4.277564046620516
Laos,LAO,NA,Lower-middle income,1988,4020817,1.100733366186755,-4.856796663491042
Laos,LAO,NA,Lower-middle income,1989,4138845,1.2222762417688073,10.473823810196498
Laos,LAO,NA,Lower-middle income,1990,4258471,1.267640836176193,3.644267136826909
Laos,LAO,NA,Lower-middle income,1991,4379234,1.2945856933826931,2.1033152409275417
Laos,LAO,NA,Lower-middle income,1992,4500346,1.3386064686727281,3.3438408015386054
Laos,LAO,NA,Lower-middle income,1993,4619946,1.3887985406736543,3.680989005194796
Laos,LAO,NA,Lower-middle income,1994,4735837,1.4706003196833497,5.723168402172235
Laos,LAO,NA,Lower-middle income,1995,4846477,1.5420024794090876,4.741118489464135
Laos,LAO,NA,Lower-middle income,1996,4951189,1.6261923191432475,5.315939852972251
Laos,LAO,NA,Lower-middle income,1997,5050308,1.7137887831366785,5.246530061950422
Laos,LAO,NA,Lower-middle income,1998,5144601,1.755421497702249,2.400241550586335
Laos,LAO,NA,Lower-middle income,1999,5235339,1.8554803861215585,5.543463307987572
Laos,LAO,NA,Lower-middle income,2000,5323701,1.9363320764559289,4.265187044779251
Laos,LAO,NA,Lower-middle income,2001,5409584,2.024373627035999,4.4464831486686895
Laos,LAO,NA,Lower-middle income,2002,5493247,2.1287036348155506,5.025283955637827
Laos,LAO,NA,Lower-middle income,2003,5576640,2.2471309042911334,5.414107658436318
Laos,LAO,NA,Lower-middle income,2004,5662199,2.383507146308657,5.89187450320382
Laos,LAO,NA,Lower-middle income,2005,5751675,2.5238977269633627,5.7231429737696455
Laos,LAO,NA,Lower-middle income,2006,5846075,2.4789097442831327,-1.798557936211287
Laos,LAO,NA,Lower-middle income,2007,5944950,2.9010743717097514,15.726229711226248
Laos,LAO,NA,Lower-middle income,2008,6046630,3.093762626294481,6.430688716542199
Laos,LAO,NA,Lower-middle income,2009,6148621,3.290071489074366,6.152126519010559
Laos,LAO,NA,Lower-middle income,2010,6249168,3.5213282082628092,6.792895658793374
Laos,LAO,NA,Lower-middle income,2011,6347564,3.766973207300085,6.743356587678728
Laos,LAO,NA,Lower-middle income,2012,6444527,3.9972199223111557,5.932728385185149
Laos,LAO,NA,Lower-middle income,2013,6541302,4.24629722368001,6.044826163810613
Laos,LAO,NA,Lower-middle income,2014,6639763,4.494518589305327,5.681120133681028
Laos,LAO,NA,Lower-middle income,2015,6741160,4.758146798314286,5.699970131561005
Laos,LAO,NA,Lower-middle income,2016,6845848,5.014927521374959,5.256070459131923
Laos,LAO,NA,Lower-middle income,2017,6953031,5.277939456648572,5.111679818491854
Laos,LAO,NA,Lower-middle income,2018,7061498,5.521564447331104,4.5125467379838025
Laos,LAO,NA,Lower-middle income,2019,7169456,5.735235057253793,3.7967501678654036
Laos,LAO,NA,Lower-middle income,2020,7275556,5.67643721406527,-1.0304951300993404
Lebanon,LBN,D,Upper-middle income,1960,1804935,4.974698541428787,NA
Lebanon,LBN,D,Upper-middle income,1961,1864613,5.158724726288937,3.6324628792870683
Lebanon,LBN,D,Upper-middle income,1962,1925295,5.211792742388143,1.0234490125530016
Lebanon,LBN,D,Upper-middle income,1963,1984999,5.1125041961380155,-1.9234550876268353
Lebanon,LBN,D,Upper-middle income,1964,2041231,5.269140437205027,3.0177902226464104
Lebanon,LBN,D,Upper-middle income,1965,2092373,5.625209706515828,6.539098419838885
Lebanon,LBN,D,Upper-middle income,1966,2136617,5.829778349220831,3.572075208415959
Lebanon,LBN,D,Upper-middle income,1967,2174732,5.388115505556472,-7.878328476287089
Lebanon,LBN,D,Upper-middle income,1968,2210769,5.885414172550644,8.828142002429228
Lebanon,LBN,D,Upper-middle income,1969,2250454,5.840905513886794,-0.7591277331224777
Lebanon,LBN,D,Upper-middle income,1970,2297436,6.063448807206044,3.7392909731209123
Lebanon,LBN,D,Upper-middle income,1971,2354046,6.44776395605352,6.145464892297059
Lebanon,LBN,D,Upper-middle income,1972,2417837,7.042639297810747,8.82496029471531
Lebanon,LBN,D,Upper-middle income,1973,2481943,7.18729243846826,2.033152741071542
Lebanon,LBN,D,Upper-middle income,1974,2536772,7.175309338058762,-0.16686535457060003
Lebanon,LBN,D,Upper-middle income,1975,2575746,4.914783039381297,-37.839826395684796
Lebanon,LBN,D,Upper-middle income,1976,2596409,2.090195085713885,-85.49902060103594
Lebanon,LBN,D,Upper-middle income,1977,2601734,3.7806681791966543,59.26433569258764
Lebanon,LBN,D,Upper-middle income,1978,2597202,3.6103369662330738,-4.609965055780663
Lebanon,LBN,D,Upper-middle income,1979,2590911,3.882524532677388,7.268448436886832
Lebanon,LBN,D,Upper-middle income,1980,2588928,3.9441519062119497,1.5748356968139143
Lebanon,LBN,D,Upper-middle income,1981,2594299,3.893651697343351,-1.2886494805723014
Lebanon,LBN,D,Upper-middle income,1982,2606148,2.4163066040009404,-47.7107279316515
Lebanon,LBN,D,Upper-middle income,1983,2622072,2.911893399508041,18.656334470231783
Lebanon,LBN,D,Upper-middle income,1984,2638056,4.132457769789777,35.00688092616151
Lebanon,LBN,D,Upper-middle income,1985,2651992,5.045741208142241,19.967223075404927
Lebanon,LBN,D,Upper-middle income,1986,2660873,4.622053015092129,-8.770558041910581
Lebanon,LBN,D,Upper-middle income,1987,2667957,5.3085134814076635,13.847286710802864
Lebanon,LBN,D,Upper-middle income,1988,2684682,3.7532782354035157,-34.66821948541108
Lebanon,LBN,D,Upper-middle income,1989,2726438,2.1295681299165214,-56.67104509472135
Lebanon,LBN,D,Upper-middle income,1990,2803032,2.641417704550798,21.539657906403608
Lebanon,LBN,D,Upper-middle income,1991,2921700,3.7030348072579775,33.78369193130284
Lebanon,LBN,D,Upper-middle income,1992,3076133,3.9527198230047413,6.525120311554589
Lebanon,LBN,D,Upper-middle income,1993,3246129,4.325282974093472,9.007366103116787
Lebanon,LBN,D,Upper-middle income,1994,3403359,4.7809746045943795,10.016685211511888
Lebanon,LBN,D,Upper-middle income,1995,3528379,5.217270731146771,8.732999882758708
Lebanon,LBN,D,Upper-middle income,1996,3610663,5.621272402095564,7.458362762411674
Lebanon,LBN,D,Upper-middle income,1997,3658425,5.632955924994825,0.2076291107125927
Lebanon,LBN,D,Upper-middle income,1998,3693514,5.986551540006808,6.088120805635655
Lebanon,LBN,D,Upper-middle income,1999,3747762,6.117843523707731,2.1694125511801055
Lebanon,LBN,D,Upper-middle income,2000,3842774,6.338811895258876,3.5481683642017314
Lebanon,LBN,D,Upper-middle income,2001,3990999,6.707822913011935,5.658309157664898
Lebanon,LBN,D,Upper-middle income,2002,4182205,7.0598436062558125,5.114845493098752
Lebanon,LBN,D,Upper-middle income,2003,4388378,7.421981459988281,5.002316548334806
Lebanon,LBN,D,Upper-middle income,2004,4569377,8.12420826269974,9.040221422224182
Lebanon,LBN,D,Upper-middle income,2005,4698761,8.502078215398393,4.546235066426707
Lebanon,LBN,D,Upper-middle income,2006,4759760,8.762102934927068,3.0125307661752476
Lebanon,LBN,D,Upper-middle income,2007,4767347,9.651967971336397,9.672589220953443
Lebanon,LBN,D,Upper-middle income,2008,4764745,10.681316296512286,10.133424526213108
Lebanon,LBN,D,Upper-middle income,2009,4813026,12.016781481006237,11.780805493391622
Lebanon,LBN,D,Upper-middle income,2010,4953064,13.37174488173793,10.68397602254021
Lebanon,LBN,D,Upper-middle income,2011,5202022,13.891837117582453,3.8157520071435247
Lebanon,LBN,D,Upper-middle income,2012,5537620,13.964591655782979,0.5223548518784149
Lebanon,LBN,D,Upper-middle income,2013,5913016,12.886112618928149,-8.037476811158673
Lebanon,LBN,D,Upper-middle income,2014,6261046,11.483233935273333,-11.526213741278957
Lebanon,LBN,D,Upper-middle income,2015,6532681,11.08693568601636,-3.512060297278863
Lebanon,LBN,D,Upper-middle income,2016,6714281,11.103198465143535,0.14657668969526583
Lebanon,LBN,D,Upper-middle income,2017,6819373,11.025120006618222,-0.7056910596275223
Lebanon,LBN,D,Upper-middle income,2018,6859408,10.749671324991034,-2.5301126540876684
Lebanon,LBN,D,Upper-middle income,2019,6855709,10.034854735611834,-6.881067331690849
Lebanon,LBN,D,Upper-middle income,2020,6825442,8.033245567071177,-22.247587986194837
Lesotho,LSO,NA,Lower-middle income,1960,837264,0.695875759494426,NA
Lesotho,LSO,NA,Lower-middle income,1961,852892,0.695875759494426,0
Lesotho,LSO,NA,Lower-middle income,1962,869132,0.7857490125656619,12.146628107267986
Lesotho,LSO,NA,Lower-middle income,1963,886061,0.8516560648179015,8.054534653810228
Lesotho,LSO,NA,Lower-middle income,1964,903757,0.9021562736865006,5.760499194271487
Lesotho,LSO,NA,Lower-middle income,1965,922307,0.9021562736865006,0
Lesotho,LSO,NA,Lower-middle income,1966,941798,0.8773341371239689,-2.7899837528799014
Lesotho,LSO,NA,Lower-middle income,1967,962279,0.9526564825550998,8.236645970303622
Lesotho,LSO,NA,Lower-middle income,1968,983683,0.9278343459925681,-2.640116927595325
Lesotho,LSO,NA,Lower-middle income,1969,1005911,0.9192749885572122,-0.9267906930781583
Lesotho,LSO,NA,Lower-middle income,1970,1028930,0.9184190528136768,-0.0931532438111421
Lesotho,LSO,NA,Lower-middle income,1971,1052619,0.8148508278458716,-11.964870783933321
Lesotho,LSO,NA,Lower-middle income,1972,1077102,0.948376803837422,15.17468325158638
Lesotho,LSO,NA,Lower-middle income,1973,1102885,1.1674963541825303,20.78649710961783
Lesotho,LSO,NA,Lower-middle income,1974,1130634,1.2102931413593092,3.60010080531106
Lesotho,LSO,NA,Lower-middle income,1975,1160795,1.0870383942901858,-10.74056670038811
Lesotho,LSO,NA,Lower-middle income,1976,1193517,1.2385390208959834,13.0475547178847
Lesotho,LSO,NA,Lower-middle income,1977,1228527,1.4191414627819907,13.611960906375645
Lesotho,LSO,NA,Lower-middle income,1978,1265211,1.6553797279978106,15.397834031799935
Lesotho,LSO,NA,Lower-middle income,1979,1302670,1.4362601776527022,-14.198778898608822
Lesotho,LSO,NA,Lower-middle income,1980,1340258,1.3600818964780357,-5.44977204904355
Lesotho,LSO,NA,Lower-middle income,1981,1377808,1.3386835028896462,-1.5858245431459528
Lesotho,LSO,NA,Lower-middle income,1982,1415362,1.3489547318120731,0.7643349312567993
Lesotho,LSO,NA,Lower-middle income,1983,1452727,1.3361156956590394,-0.9563349902392382
Lesotho,LSO,NA,Lower-middle income,1984,1489685,1.3600818964780357,1.7778246021283917
Lesotho,LSO,NA,Lower-middle income,1985,1526132,1.369497189656927,0.6898741691156618
Lesotho,LSO,NA,Lower-middle income,1986,1561687,1.4080142981160282,2.7736754971599717
Lesotho,LSO,NA,Lower-middle income,1987,1596395,1.3874718402711743,-1.4697141463796137
Lesotho,LSO,NA,Lower-middle income,1988,1630993,1.485904450777766,6.854037348461933
Lesotho,LSO,NA,Lower-middle income,1989,1666564,1.5441080813381853,3.842280540227355
Lesotho,LSO,NA,Lower-middle income,1990,1703757,1.6108710693339605,4.232861952275596
Lesotho,LSO,NA,Lower-middle income,1991,1742534,1.5865111380729378,-1.5237716994305928
Lesotho,LSO,NA,Lower-middle income,1992,1782284,1.638791693288091,3.2421845352845704
Lesotho,LSO,NA,Lower-middle income,1993,1822237,1.6294277562538118,-0.5730314504323986
Lesotho,LSO,NA,Lower-middle income,1994,1861323,1.646897404779373,1.0664273678853198
Lesotho,LSO,NA,Lower-middle income,1995,1898598,1.6166058388156488,-1.8564366976593638
Lesotho,LSO,NA,Lower-middle income,1996,1934294,1.6533768383579375,2.249097514690801
Lesotho,LSO,NA,Lower-middle income,1997,1968054,1.66078068253952,0.44680172574267374
Lesotho,LSO,NA,Lower-middle income,1998,1997524,1.6456905353809879,-0.9127708020745418
Lesotho,LSO,NA,Lower-middle income,1999,2019732,1.6467347769881013,0.0634329737537298
Lesotho,LSO,NA,Lower-middle income,2000,2032805,1.6839936599042051,2.2373746690860283
Lesotho,LSO,NA,Lower-middle income,2001,2035738,1.7096118167082248,1.5098186060879315
Lesotho,LSO,NA,Lower-middle income,2002,2029832,1.6768037996585061,-1.9376855811701454
Lesotho,LSO,NA,Lower-middle income,2003,2018355,1.7145163285186837,2.2241535494512354
Lesotho,LSO,NA,Lower-middle income,2004,2005953,1.7153465861899133,0.04841346188420026
Lesotho,LSO,NA,Lower-middle income,2005,1996115,1.7236919596893852,0.48533273292845625
Lesotho,LSO,NA,Lower-middle income,2006,1989933,1.7600863475045179,2.089439032634388
Lesotho,LSO,NA,Lower-middle income,2007,1986926,1.8033196619105003,2.42663540371697
Lesotho,LSO,NA,Lower-middle income,2008,1987130,1.864108218416397,3.315354870260656
Lesotho,LSO,NA,Lower-middle income,2009,1990135,1.882536514974718,0.9837305900220583
Lesotho,LSO,NA,Lower-middle income,2010,1995575,1.9805325982521065,5.07457199828859
Lesotho,LSO,NA,Lower-middle income,2011,2003793,2.0080252543344694,1.378598105859019
Lesotho,LSO,NA,Lower-middle income,2012,2014988,2.102178186123383,4.582226005361212
Lesotho,LSO,NA,Lower-middle income,2013,2028528,2.190339567707548,4.108254689275592
Lesotho,LSO,NA,Lower-middle income,2014,2043448,2.263094105908072,3.267636481178793
Lesotho,LSO,NA,Lower-middle income,2015,2059011,2.3195858649814203,2.4655712902169724
Lesotho,LSO,NA,Lower-middle income,2016,2075041,2.3683742023629484,2.0815065913179387
Lesotho,LSO,NA,Lower-middle income,2017,2091532,2.3287015806500744,-1.689287845757037
Lesotho,LSO,NA,Lower-middle income,2018,2108327,2.337962805395129,0.3969103469716795
Lesotho,LSO,NA,Lower-middle income,2019,2125267,2.3104808008169435,-1.1824312438237783
Lesotho,LSO,NA,Lower-middle income,2020,2142252,2.038626092781854,-12.517954472412285
Liberia,LBR,NA,Low income,1960,1118655,3.1447079217497187,NA
Liberia,LBR,NA,Low income,1961,1142304,3.135292628570827,-0.2998502996256702
Liberia,LBR,NA,Low income,1962,1166651,3.0916399056505126,-1.4020848241938388
Liberia,LBR,NA,Low income,1963,1191796,3.0796568052410147,-0.38835000263974795
Liberia,LBR,NA,Low income,1964,1217905,3.1489876004673967,2.226284059429595
Liberia,LBR,NA,Low income,1965,1245104,3.1147501707259733,-1.093205749261461
Liberia,LBR,NA,Low income,1966,1273458,3.6017776087977182,14.527855680538604
Liberia,LBR,NA,Low income,1967,1303032,3.47937879747213,-3.4573732435634996
Liberia,LBR,NA,Low income,1968,1333980,3.540150235263156,1.7315394206354195
Liberia,LBR,NA,Low income,1969,1366500,3.6882271188948117,4.0976721427572915
Liberia,LBR,NA,Low income,1970,1400730,3.8149056089380773,3.3770035330717763
Liberia,LBR,NA,Low income,1971,1436740,3.889372018625673,1.9331787454431648
Liberia,LBR,NA,Low income,1972,1474567,3.9099144764705267,0.5267790934858851
Liberia,LBR,NA,Low income,1973,1514364,3.939872227494272,0.7632792481395256
Liberia,LBR,NA,Low income,1974,1556288,3.9509993921602344,0.2820264370694048
Liberia,LBR,NA,Low income,1975,1600454,3.7027780265349164,-6.48852016749315
Liberia,LBR,NA,Low income,1976,1645833,3.778956307709583,2.036450652505639
Liberia,LBR,NA,Low income,1977,1692155,3.713905191200879,-1.7363927239709698
Liberia,LBR,NA,Low income,1978,1740919,3.820041223399291,2.817727883091914
